Voltage,Current,Temperature,Condition,Time
0.682182007,-0.014964298,70.0,DARK,119
0.69514487,-0.015244058,70.0,DARK,120
0.703269805,-0.015517763,70.0,DARK,121
-0.19217945,0.033698689,70.0,LIGHT,0
-0.186582937,0.033397569,70.0,LIGHT,1
-0.172784691,0.032865602,70.0,LIGHT,2
-0.171394281,0.032515588,70.0,LIGHT,3
-0.168304898,0.032217635,70.0,LIGHT,4
-0.150560726,0.031678119,70.0,LIGHT,5
-0.147851043,0.03132103,70.0,LIGHT,6
-0.14488791,0.031017388,70.0,LIGHT,7
-0.130393137,0.030452112,70.0,LIGHT,8
-0.128712485,0.030130378,70.0,LIGHT,9
-0.120641618,0.029819641,70.0,LIGHT,10
-0.10710595,0.029235561,70.0,LIGHT,11
-0.102660079,0.028905779,70.0,LIGHT,12
-0.097758789,0.028581781,70.0,LIGHT,13
-0.081779297,0.027989904,70.0,LIGHT,14
-0.085467302,0.02769103,70.0,LIGHT,15
-0.0770161,0.027347548,70.0,LIGHT,16
-0.060975968,0.026749976,70.0,LIGHT,17
-0.059655812,0.026462174,70.0,LIGHT,18
-0.052370446,0.026098352,70.0,LIGHT,19
-0.042758871,0.025520434,70.0,LIGHT,20
-0.039578012,0.025230078,70.0,LIGHT,21
-0.036551058,0.024882092,70.0,LIGHT,22
-0.020046996,0.02428025,70.0,LIGHT,23
-0.016965549,0.024007153,70.0,LIGHT,24
-0.006436833,0.023560243,70.0,LIGHT,25
0.001205,0.023036317,70.0,LIGHT,26
0.007408973,0.02278338,70.0,LIGHT,27
0.009728823,0.022356551,70.0,LIGHT,28
0.023517858,0.021849203,70.0,LIGHT,29
0.024654576,0.021550704,70.0,LIGHT,30
0.03196893,0.021131135,70.0,LIGHT,31
0.049093055,0.020605243,70.0,LIGHT,32
0.047940399,0.02032852,70.0,LIGHT,33
0.053974991,0.019922013,70.0,LIGHT,34
0.069971554,0.019411905,70.0,LIGHT,35
0.068887533,0.019126449,70.0,LIGHT,36
0.073481351,0.018701592,70.0,LIGHT,37
0.086743733,0.018183319,70.0,LIGHT,38
0.092646344,0.017917238,70.0,LIGHT,39
0.097991394,0.017554705,70.0,LIGHT,40
0.108845295,0.017008951,70.0,LIGHT,41
0.111115772,0.016699478,70.0,LIGHT,42
0.117361363,0.016324356,70.0,LIGHT,43
0.132487088,0.015780304,70.0,LIGHT,44
0.131078406,0.015499034,70.0,LIGHT,45
0.138019249,0.015103728,70.0,LIGHT,46
0.153986934,0.014569935,70.0,LIGHT,47
0.155765377,0.014270135,70.0,LIGHT,48
0.165671653,0.013858236,70.0,LIGHT,49
0.175282353,0.013336443,70.0,LIGHT,50
0.178512831,0.013048952,70.0,LIGHT,51
0.190831713,0.01257621,70.0,LIGHT,52
0.201000216,0.012083974,70.0,LIGHT,53
0.196605522,0.011811923,70.0,LIGHT,54
0.206706241,0.011341498,70.0,LIGHT,55
0.220048321,0.01085733,70.0,LIGHT,56
0.219028676,0.010549836,70.0,LIGHT,57
0.229512576,0.010046816,70.0,LIGHT,58
0.241789301,0.009596322,70.0,LIGHT,59
0.245683886,0.009289184,70.0,LIGHT,60
0.254006704,0.008767901,70.0,LIGHT,61
0.262888633,0.008338546,70.0,LIGHT,62
0.261592148,0.008039365,70.0,LIGHT,63
0.276113637,0.007483495,70.0,LIGHT,64
0.288376868,0.007093094,70.0,LIGHT,65
0.284275836,0.006761039,70.0,LIGHT,66
0.299273748,0.006208171,70.0,LIGHT,67
0.304229577,0.005824062,70.0,LIGHT,68
0.309311669,0.005508734,70.0,LIGHT,69
0.324593798,0.005220427,70.0,LIGHT,70
0.352082022,0.002670777,70.0,LIGHT,71
0.357013585,0.00240042,70.0,LIGHT,72
0.367889127,0.001973264,70.0,LIGHT,73
0.371088849,0.001740956,70.0,LIGHT,74
0.373713889,0.001575514,70.0,LIGHT,75
0.370469112,0.001398775,70.0,LIGHT,76
0.381506402,0.001123934,70.0,LIGHT,77
0.39117271,0.000723158,70.0,LIGHT,78
0.39391139,0.000511681,70.0,LIGHT,79
0.392966675,0.000501383,70.0,LIGHT,80
0.394324006,7.17028e-05,70.0,LIGHT,81
0.393397033,3.54505e-05,70.0,LIGHT,82
0.394933047,4.03874e-07,70.0,LIGHT,83
0.391806905,-3.35065e-05,70.0,LIGHT,84
0.397373903,-8.18901e-05,70.0,LIGHT,85
0.393782966,-0.000123515,70.0,LIGHT,86
0.392702915,-0.000180379,70.0,LIGHT,87
0.398866659,-0.00023307,70.0,LIGHT,88
0.401135289,-0.000282898,70.0,LIGHT,89
0.398773467,-0.000372714,70.0,LIGHT,90
0.401510889,-0.000444304,70.0,LIGHT,91
0.408072769,-0.000485158,70.0,LIGHT,92
0.456906414,-0.003016947,70.0,LIGHT,93
0.455968099,-0.003179421,70.0,LIGHT,94
0.456463122,-0.00336766,70.0,LIGHT,95
0.465997861,-0.003623341,70.0,LIGHT,96
0.473507115,-0.0040041,70.0,LIGHT,97
0.480283993,-0.004228716,70.0,LIGHT,98
0.477084307,-0.004403694,70.0,LIGHT,99
0.482166577,-0.004580733,70.0,LIGHT,100
0.486580685,-0.00487256,70.0,LIGHT,101
0.496298753,-0.005221537,70.0,LIGHT,102
0.49860531,-0.005429328,70.0,LIGHT,103
0.504104647,-0.0056019,70.0,LIGHT,104
0.501810854,-0.005796656,70.0,LIGHT,105
0.515171646,-0.005947248,70.0,LIGHT,106
0.593122402,-0.010256313,70.0,LIGHT,107
0.606618667,-0.010796889,70.0,LIGHT,108
0.612399156,-0.011148787,70.0,LIGHT,109
0.615682386,-0.011509181,70.0,LIGHT,110
0.626371225,-0.012055782,70.0,LIGHT,111
0.630781272,-0.012370515,70.0,LIGHT,112
0.634307676,-0.012765678,70.0,LIGHT,113
0.647966742,-0.013310202,70.0,LIGHT,114
0.649463664,-0.013625015,70.0,LIGHT,115
0.657388357,-0.014044274,70.0,LIGHT,116
0.67601578,-0.014616461,70.0,LIGHT,117
0.675829219,-0.0149186,70.0,LIGHT,118
0.680263184,-0.015379415,70.0,LIGHT,119
0.69200815,-0.015957316,70.0,LIGHT,120
0.699631604,-0.016287472,70.0,LIGHT,121
